"id","marketing_channel","account_creation_method","country_code","loyalty_program","created_on"
"6b95022a","email","mobile","US",0,"2021-04-16"
"b59405a9","email","mobile","US",1,"2021-04-16"
"dc5b19e2","email","mobile","CA",0,"2021-04-16"
"93a5623f","email","mobile","US",1,"2021-04-16"
"0b493e5a","email","mobile","US",1,"2021-04-16"
"ef955231","email","mobile","US",1,"2021-12-28"
"221e2cf1","email","mobile","SE",0,"2021-12-28"
"d9cb290a","email","mobile","GB",1,"2021-12-28"
"67eef15f","email","mobile","US",1,"2021-12-28"
"60238554","email","mobile","US",1,"2021-12-28"
"07ed5e67","email","mobile","GB",1,"2021-12-28"
"d5543df5","email","mobile","US",1,"2021-12-28"
"b2c59213","email","mobile","US",0,"2021-12-28"
"2961ce10","email","mobile","JE",0,"2022-09-10"
"4f9268b1","email","mobile","US",1,"2022-09-10"
"9691a249","email","mobile","JP",1,"2022-09-10"
"d304f860","email","mobile","US",1,"2022-09-10"
"d6dcb4cc","email","mobile","US",1,"2022-09-10"
"fe94add2","email","mobile","US",1,"2022-09-10"
"562da598","email","mobile","US",0,"2019-03-11"
"1abeff42","email","mobile","US",0,"2019-03-11"
"250f4a86","email","mobile","US",0,"2019-03-11"
"956d3d9d","email","mobile","US",1,"2019-03-11"
"334c141d","email","mobile","US",0,"2019-11-22"
"4df986ea","email","mobile","CH",1,"2019-11-22"
"3d781932","email","mobile","US",1,"2019-11-22"
"3d3e08ea","email","mobile","US",1,"2019-11-22"
"fe04ba76","email","mobile","IT",1,"2019-11-22"
"9996975","email","mobile","FR",0,"2019-11-22"
"7e2b12b6","email","mobile","US",1,"2019-11-22"
"e66539fc","email","mobile","CH",1,"2019-11-22"
"1090d7d9","email","mobile","US",1,"2020-08-04"
"c9ad0ca0","email","mobile","JP",0,"2020-08-04"
"17dd0ccd","email","mobile","US",1,"2020-08-04"
"dd9f71c7","email","mobile","EC",1,"2020-08-04"
"df150c50","email","mobile","NO",0,"2020-08-04"
"158413f8","email","mobile","JP",0,"2020-08-04"
"46c499b0","email","mobile","RO",1,"2020-08-04"
"3397b5ec","email","mobile","US",0,"2020-08-04"
"15033ab4","email","mobile","GB",0,"2020-08-04"
"3ca4fefe","email","mobile","GB",1,"2020-08-04"
"e1b94998","email","mobile","AU",1,"2020-08-04"
"8b95fe90","email","mobile","US",1,"2021-04-17"
"2aa84159","email","mobile","US",1,"2021-04-17"
"3622b75d","email","mobile","US",0,"2021-04-17"
"6bf589da","email","mobile","US",0,"2021-04-17"
"747c3580","email","mobile","GB",1,"2021-04-17"
"3aab9e27","email","mobile","NL",1,"2021-04-17"
"2becdbda","email","mobile","US",1,"2021-04-17"
"ae979b5f","email","mobile","US",1,"2021-04-17"
"526d9071","email","mobile","US",1,"2021-04-17"
"08d5f172","email","mobile","US",1,"2021-04-17"
"59ff846a","email","mobile","GB",0,"2021-04-17"
"89f41458","email","mobile","US",1,"2021-04-17"
"7c12fdd8","email","mobile","GB",0,"2021-04-17"
"a6edba12","email","mobile","US",0,"2021-04-17"
"2af5d853","email","mobile","US",1,"2021-04-17"
"88295652","email","mobile","CA",1,"2021-04-17"
"9dcefce1","email","mobile","US",1,"2021-12-29"
"0de52a59","email","mobile","US",1,"2021-12-29"
"9a6b00a5","email","mobile","IN",0,"2021-12-29"
"934cc3c7","email","mobile","GB",1,"2021-12-29"
"183db901","email","mobile","KW",0,"2021-12-29"
"86b44d75","email","mobile","IE",1,"2021-12-29"
"73837ac1","email","mobile","US",1,"2021-12-29"
"8118a728","email","mobile","US",0,"2021-12-29"
"5f79193c","email","mobile","CL",1,"2021-12-29"
"a946fafc","email","mobile","US",0,"2021-12-29"
"e514998a","email","mobile","US",0,"2021-12-29"
"95011b88","email","mobile","US",0,"2022-09-11"
"acc9ff09","email","mobile","GB",1,"2022-09-11"
"47a821bb","email","mobile","US",0,"2022-09-11"
"286eaf76","email","mobile","US",0,"2022-09-11"
"555575a7","email","mobile","NZ",0,"2019-03-12"
"72b26661","email","mobile","FR",0,"2019-03-12"
"d1df32c9","email","mobile","AU",1,"2019-11-23"
"037a2dc4","email","mobile","US",1,"2019-11-23"
"a4f61298","email","mobile","KR",1,"2019-11-23"
"cb6344dc","email","mobile","NG",1,"2020-08-05"
"a1da12eb","email","mobile","US",1,"2020-08-05"
"c2352458","email","mobile","TR",1,"2020-08-05"
"23949611","email","mobile","IT",1,"2020-08-05"
"886b3f83","email","mobile","US",1,"2020-08-05"
"03ce509c","email","mobile","US",1,"2020-08-05"
"744658c3","email","mobile","NL",0,"2020-08-05"
"d4443654","email","mobile","CA",1,"2020-08-05"
"5f2f924d","email","mobile","US",1,"2020-08-05"
"5c6b0e67","email","mobile","CA",1,"2020-08-05"
"8d4a933a","email","mobile","US",1,"2020-08-05"
"a9c06a0d","email","mobile","US",1,"2020-08-05"
"6c35686a","email","mobile","US",1,"2020-08-05"
"f6f99225","email","mobile","IN",1,"2020-08-05"
"e1a4b64f","email","mobile","US",0,"2020-08-05"
"69044494","email","mobile","AU",0,"2020-08-05"
"793112df","email","mobile","ZA",1,"2021-04-18"
"c692447b","email","mobile","FR",0,"2021-04-18"
"2b2ca822","email","mobile","US",1,"2021-04-18"
"33eef083","email","mobile","MX",1,"2021-04-18"
"e335d9bb","email","mobile","US",1,"2021-04-18"
"607ca32a","email","mobile","GB",0,"2021-04-18"
"d61ea766","email","mobile","NL",1,"2021-04-18"
"63535fc2","email","mobile","US",1,"2021-04-18"
"c86acc99","email","mobile","US",1,"2021-04-18"
"95610348","email","mobile","GB",1,"2021-04-18"
"ea00c8b5","email","mobile","SA",1,"2021-04-18"
"f459885a","email","mobile","US",0,"2021-04-18"
"60177979","email","mobile","GB",0,"2021-12-30"
"d814816c","email","mobile","BR",0,"2021-12-30"
"c1915be9","email","mobile","BR",0,"2021-12-30"
"b4ac3fcd","email","mobile","US",0,"2021-12-30"
"efa80983","email","mobile","US",1,"2021-12-30"
"52a4d7b6","email","mobile","US",0,"2021-12-30"
"019153ef","email","mobile","GB",0,"2021-12-30"
"51d0d6ad","email","mobile","CA",1,"2021-12-30"
"d3a6fcc0","email","mobile","CZ",1,"2021-12-30"
"630fd54c","email","mobile","US",1,"2021-12-30"
"bcf6d2dc","email","mobile","PT",0,"2021-12-30"
"f95fa362","email","mobile","US",1,"2021-12-30"
"f1282e0e","email","mobile","TR",1,"2022-09-12"
"96797854","email","mobile","MX",1,"2022-09-12"
"0a814cf2","email","mobile","US",1,"2022-09-12"
"c35a1cc1","email","mobile","US",1,"2022-09-12"
"bcb3b715","email","mobile","US",0,"2022-09-12"
"4fe536b9","email","mobile","NL",0,"2022-09-12"
"1184b3dd","email","mobile","CL",1,"2022-09-12"
"32ef0aaa","email","mobile","US",1,"2022-09-12"
"22327b6a","email","mobile","US",0,"2019-03-13"
"650f9b0c","email","mobile","US",1,"2019-03-13"
"119917d4","email","mobile","IN",0,"2019-03-13"
"a52ddef0","email","mobile","",1,"2019-03-13"
"bdb89efa","email","mobile","US",0,"2019-11-24"
"48522267","email","mobile","US",0,"2019-11-24"
"a6c8c065","email","mobile","RU",0,"2019-11-24"
"b73f7094","email","mobile","US",1,"2020-08-06"
"4ac9986f","email","mobile","FR",1,"2020-08-06"
"203bc880","email","mobile","TR",0,"2020-08-06"
"32629bf8","email","mobile","US",1,"2020-08-06"
"92b94ed0","email","mobile","IL",1,"2020-08-06"
"a75e3974","email","mobile","GB",1,"2020-08-06"
"d7d4ba49","email","mobile","TR",1,"2020-08-06"
"95e1383c","email","mobile","US",1,"2020-08-06"
"ed98bd9a","email","mobile","US",1,"2020-08-06"
"8c1dd9d1","email","mobile","US",1,"2020-08-06"
"ad2fb55d","email","mobile","US",1,"2020-08-06"
"499cc4ec","email","mobile","US",1,"2020-08-06"
"2fe28700","email","mobile","GB",1,"2020-08-06"
"fd392832","email","mobile","US",1,"2021-04-19"
"15be17d6","email","mobile","US",1,"2021-04-19"
"26762673","email","mobile","US",0,"2021-04-19"
"f3cc93c2","email","mobile","US",1,"2021-04-19"
"56423d26","email","mobile","NG",1,"2021-04-19"
"c31a6cf3","email","mobile","PT",0,"2021-04-19"
"a44ad1f5","email","mobile","US",0,"2021-04-19"
"5b9530f0","email","mobile","US",1,"2021-04-19"
"c606a2c4","email","mobile","FR",1,"2021-04-19"
"f0c889e7","email","mobile","US",0,"2021-04-19"
"91c8c412","email","mobile","BR",1,"2021-04-19"
"c4692f62","email","mobile","US",0,"2021-04-19"
"3876bb5d","email","mobile","US",1,"2021-04-19"
"b233448f","email","mobile","ZA",1,"2021-04-19"
"374e7dec","email","mobile","AE",1,"2021-04-19"
"fd5d2195","email","mobile","US",1,"2021-04-19"
"efbb14a8","email","mobile","GB",0,"2021-04-19"
"5cba96bb","email","mobile","BR",0,"2021-12-31"
"39d98f28","email","mobile","AU",0,"2021-12-31"
"ffda33e3","email","mobile","US",0,"2021-12-31"
"4f08554b","email","mobile","US",1,"2021-12-31"
"68b7e694","email","mobile","GB",0,"2021-12-31"
"616cff14","email","mobile","GB",1,"2021-12-31"
"144d0d59","email","mobile","US",1,"2021-12-31"
"c16f3eca","email","mobile","JP",0,"2021-12-31"
"f5a19098","email","mobile","PT",0,"2021-12-31"
"4605f529","email","mobile","GB",1,"2021-12-31"
"f31624fe","email","mobile","US",0,"2021-12-31"
"36e5eb60","email","mobile","US",1,"2021-12-31"
"35ed2159","email","mobile","US",1,"2021-12-31"
"090c1034","email","mobile","US",1,"2022-09-13"
"0510ae06","email","mobile","GB",1,"2022-09-13"
"ad7def65","email","mobile","US",0,"2022-09-13"
"8c7919d7","email","mobile","US",0,"2022-09-13"
"9fe35eed","email","mobile","GB",1,"2022-09-13"
"4522ff4d","email","mobile","SA",0,"2019-03-14"
"ea9f8444","email","mobile","US",0,"2019-03-14"
"778d89ee","email","mobile","MX",0,"2019-11-25"
"59660cbc","email","mobile","IN",0,"2019-11-25"
"60e9cf74","email","mobile","US",1,"2019-11-25"
"4cf27efb","email","mobile","US",1,"2019-11-25"
"c8ad81b7","email","mobile","US",1,"2019-11-25"
"88237bce","email","mobile","US",1,"2019-11-25"
"39ab6a03","email","mobile","US",1,"2019-11-25"
"06e684ce","email","mobile","TR",0,"2019-11-25"
"75cc1488","email","mobile","US",0,"2019-11-25"
"78dc0f9d","email","mobile","US",0,"2019-11-25"
"b38679a1","email","mobile","GB",1,"2020-08-07"
"9d0d5f4e","email","mobile","US",0,"2020-08-07"
"77a031d5","email","mobile","JP",1,"2020-08-07"
"9f8b6ad4","email","mobile","IQ",1,"2020-08-07"
"144a6d02","email","mobile","CM",0,"2020-08-07"
"a7fd0798","email","mobile","ZA",0,"2020-08-07"
"0131e98d","email","mobile","VN",1,"2020-08-07"
"5b217127","email","mobile","US",1,"2020-08-07"
"de0665b1","email","mobile","CL",1,"2020-08-07"
"de022d05","email","mobile","GB",1,"2020-08-07"
"b67b3e21","email","mobile","US",1,"2021-04-20"
"4c700b46","email","mobile","KR",0,"2021-04-20"
"ca59c1ac","email","mobile","GB",1,"2021-04-20"
"1b3b74ef","email","mobile","US",1,"2021-04-20"
"6618f16d","email","mobile","CA",1,"2021-04-20"
"ba47f28d","email","mobile","GB",0,"2021-04-20"
"97348c81","email","mobile","BB",1,"2021-04-20"
"700c65d0","email","mobile","US",1,"2021-04-20"
"82eca9b3","email","mobile","US",0,"2021-04-20"
"5ebe6d18","email","mobile","CH",0,"2021-04-20"
"9edcb091","email","mobile","GB",1,"2021-04-20"
"dfed2868","email","mobile","AU",1,"2021-04-20"
"cbbf7e0f","email","mobile","AU",1,"2021-04-20"
"efee9dd0","email","mobile","AU",1,"2022-01-01"
"003ffad7","email","mobile","US",0,"2022-01-01"
"23646bf8","email","mobile","US",0,"2022-01-01"
"1d4046a0","email","mobile","US",0,"2022-01-01"
"bf0a4e77","email","mobile","CA",0,"2022-01-01"
"3eef259a","email","mobile","US",1,"2022-01-01"
"0eeee0b3","email","mobile","US",1,"2022-01-01"
"47574550","email","mobile","US",1,"2022-01-01"
"d08f37fd","email","mobile","US",1,"2022-01-01"
"718f4713","email","mobile","US",1,"2022-01-01"
"9e3004e4","email","mobile","KW",1,"2022-01-01"
"9f44f553","email","mobile","US",0,"2022-01-01"
"196fbf6f","email","mobile","SI",1,"2022-09-14"
"2a844631","email","mobile","JM",0,"2022-09-14"
"770157ea","email","mobile","US",1,"2022-09-14"
"119f3d80","email","mobile","US",1,"2022-09-14"
"06f7780c","email","mobile","AT",0,"2019-03-15"
"6940f53d","email","mobile","US",1,"2019-03-15"
"ef37dfaa","email","mobile","ES",0,"2019-03-15"
"e46d0722","email","mobile","ES",0,"2019-03-15"
"b9d13bbf","email","mobile","US",0,"2019-03-15"
"d4af3cef","email","mobile","BR",0,"2019-11-26"
"ccf88f76","email","mobile","US",0,"2019-11-26"
"b606656c","email","mobile","GB",0,"2019-11-26"
"169bff33","email","mobile","AU",1,"2019-11-26"
"d53a78d0","email","mobile","US",0,"2019-11-26"
"8c7ac084","email","mobile","ES",0,"2019-11-26"
"9cc9cceb","email","mobile","US",1,"2019-11-26"
"c66699ca","email","mobile","US",0,"2020-08-08"
"88d9e7c9","email","mobile","CA",1,"2020-08-08"
"b5ca5d1c","email","mobile","US",0,"2020-08-08"
"93dbe619","email","mobile","US",0,"2020-08-08"
"1.44E+65","email","mobile","US",1,"2020-08-08"
"84f85151","email","mobile","US",1,"2020-08-08"
"047022a4","email","mobile","CA",0,"2020-08-08"
"f75a7fbf","email","mobile","AT",0,"2020-08-08"
"c282129c","email","mobile","PE",1,"2020-08-08"
"66467570","email","mobile","BE",1,"2020-08-08"
"549ff18a","email","mobile","US",1,"2020-08-08"
"dd20dbdd","email","mobile","AU",1,"2020-08-08"
"c8f8c0a9","email","mobile","US",1,"2020-08-08"
"724a214a","email","mobile","US",1,"2020-08-08"
"7f620df9","email","mobile","MX",1,"2020-08-08"
"3e5cce05","email","mobile","RO",0,"2021-04-21"
"fa7330ca","email","mobile","CL",0,"2021-04-21"
"c98a7ae5","email","mobile","US",0,"2021-04-21"
"7e9afa2d","email","mobile","GB",1,"2021-04-21"
"2e1b0094","email","mobile","US",1,"2021-04-21"
"706b35f5","email","mobile","MA",1,"2021-04-21"
"c788273c","email","mobile","US",1,"2021-04-21"
"fad1bc22","email","mobile","AE",0,"2021-04-21"
"3edfa5c1","email","mobile","JP",0,"2021-04-21"
"52cceae4","email","mobile","US",1,"2021-04-21"
"ed78a0a3","email","mobile","RU",1,"2021-04-21"
"1711952a","email","mobile","US",1,"2021-04-21"
"a558fd8b","email","mobile","IE",0,"2021-04-21"
"4f2fe025","email","mobile","CA",1,"2021-04-21"
"a324e720","email","mobile","GB",0,"2021-04-21"
"259818fc","email","mobile","US",0,"2021-04-21"
"11d2ab5a","email","mobile","MX",1,"2021-04-21"
"19f4db35","email","mobile","US",0,"2021-04-21"
"13b1e26b","email","mobile","PA",0,"2021-04-21"
"32dd5f4d","email","mobile","AR",0,"2021-04-21"
"2dc0a4e9","email","mobile","US",0,"2021-04-21"
"abf6e726","email","mobile","AU",0,"2021-04-21"
"d1dd7eb0","email","mobile","CH",1,"2022-01-02"
"f82ad83f","email","mobile","US",0,"2022-01-02"
"a7b6ae31","email","mobile","IL",0,"2022-01-02"
"f2bbe405","email","mobile","CH",0,"2022-01-02"
"736bae07","email","mobile","US",0,"2022-01-02"
"4b903a2c","email","mobile","US",0,"2022-01-02"
"8415c3b7","email","mobile","US",1,"2022-01-02"
"64ae30e8","email","mobile","US",0,"2022-01-02"
"f40dd588","email","mobile","AT",1,"2022-01-02"
"f8913c71","email","mobile","US",1,"2022-01-02"
"ec46a135","email","mobile","GB",0,"2022-01-02"
"5ac68a61","email","mobile","GB",1,"2022-01-02"
"e4fc6f7d","email","mobile","GB",0,"2022-09-15"
"5929594e","email","mobile","US",0,"2022-09-15"
"22fe4075","email","mobile","US",0,"2022-09-15"
"952dde7b","email","mobile","AU",0,"2022-09-15"
"9d364851","email","mobile","US",1,"2022-09-15"
"3eb79bde","email","mobile","JP",1,"2022-09-15"
"bfec6e58","email","mobile","JP",1,"2022-09-15"
"bc026073","email","mobile","US",1,"2022-09-15"
"9fdf159b","email","mobile","US",0,"2019-03-16"
"2ae45f93","email","mobile","PT",0,"2019-03-16"
"2cd7eb9f","email","mobile","US",0,"2019-03-16"
"45503ef8","email","mobile","US",0,"2019-03-16"
"c8a28eb6","email","mobile","US",1,"2019-03-16"
"364fa7a7","email","mobile","US",0,"2019-03-16"
"00742f1d","email","mobile","NO",1,"2019-11-27"
"5b85de5f","email","mobile","US",0,"2019-11-27"
"18917c42","email","mobile","IN",1,"2019-11-27"
"c33b6351","email","mobile","CA",1,"2019-11-27"
"1fe45e6b","email","mobile","US",0,"2019-11-27"
"287ed703","email","mobile","US",1,"2020-08-09"
"80c10b40","email","mobile","CA",0,"2020-08-09"
"bbb25743","email","mobile","US",1,"2020-08-09"
"67a2b9b8","email","mobile","US",1,"2020-08-09"
"450b029e","email","mobile","US",1,"2020-08-09"
"4a4f91f0","email","mobile","US",1,"2020-08-09"
"b5c2403e","email","mobile","US",1,"2020-08-09"
"5434695e","email","mobile","US",1,"2020-08-09"
"4e8999b6","email","mobile","US",0,"2020-08-09"
"11d549cf","email","mobile","CA",1,"2020-08-09"
"a31df573","email","mobile","US",1,"2020-08-09"
"017a6ca0","email","mobile","US",0,"2021-04-22"
"34e12207","email","mobile","GB",0,"2021-04-22"
"1bf04153","email","mobile","BR",0,"2021-04-22"
"39a52f5d","email","mobile","NG",1,"2021-04-22"
"5324d8a9","email","mobile","GB",1,"2021-04-22"
"0fccdfee","email","mobile","US",0,"2021-04-22"
"c0dce513","email","mobile","BE",1,"2021-04-22"
"622f1c3e","email","mobile","US",1,"2021-04-22"
"70304fa5","email","mobile","AR",0,"2021-04-22"
"3124640b","email","mobile","US",0,"2021-04-22"
"ac7bed1e","email","mobile","US",1,"2021-04-22"
"5a932f8d","email","mobile","BR",1,"2021-04-22"
"7c7a80db","email","mobile","US",1,"2021-04-22"
"c5bfd1b0","email","mobile","US",0,"2021-04-22"
"c1199e44","email","mobile","CA",1,"2021-04-22"
"dd5bfb7e","email","mobile","GB",1,"2021-04-22"
"e58f3457","email","mobile","US",1,"2022-01-03"
"fd66bca1","email","mobile","US",1,"2022-01-03"
"05a5ffa2","email","mobile","GB",1,"2022-01-03"
"36f24652","email","mobile","US",1,"2022-01-03"
"2575984e","email","mobile","US",1,"2022-01-03"
"8543714c","email","mobile","CH",1,"2022-01-03"
"f82612dc","email","mobile","US",0,"2022-01-03"
"b7707cf7","email","mobile","US",0,"2022-01-03"
"25a0c7c6","email","mobile","US",1,"2022-01-03"
"75151214","email","mobile","US",0,"2022-01-03"
"e34b2771","email","mobile","CL",1,"2022-01-03"
"570b45ce","email","mobile","US",1,"2022-09-16"
"962f50eb","email","mobile","BR",0,"2022-09-16"
"537bf499","email","mobile","AU",1,"2022-09-16"
"4c9ddc70","email","mobile","ES",0,"2022-09-16"
"bf81149c","email","mobile","JP",0,"2022-09-16"
"70569c57","email","mobile","US",1,"2019-03-17"
"382540ee","email","mobile","KR",0,"2019-03-17"
"a10e0fed","email","mobile","US",1,"2019-11-28"
"e7dc7c99","email","mobile","CA",0,"2019-11-28"
"fa59f35f","email","mobile","DE",0,"2019-11-28"
"b18c8694","email","mobile","DE",1,"2019-11-28"
"a7bcd1ef","email","mobile","US",1,"2019-11-28"
"9338a46e","email","mobile","US",1,"2020-08-10"
"69e1466a","email","mobile","US",1,"2020-08-10"
"054723fa","email","mobile","US",1,"2020-08-10"
"f5f82687","email","mobile","US",0,"2020-08-10"
"836438d4","email","mobile","US",1,"2020-08-10"
"5a9a8bfb","email","mobile","US",1,"2020-08-10"
"b6f58a31","email","mobile","US",1,"2020-08-10"
"87683323","email","mobile","US",1,"2020-08-10"
"b931892e","email","mobile","SA",0,"2020-08-10"
"7679f2d5","email","mobile","UA",1,"2020-08-10"
"008d304e","email","mobile","US",1,"2020-08-10"
"d815502d","email","mobile","US",0,"2020-08-10"
"56284937","email","mobile","US",0,"2020-08-10"
"31da2399","email","mobile","US",1,"2020-08-10"
"27d6689c","email","mobile","GB",0,"2021-04-23"
"2acd066a","email","mobile","BR",0,"2021-04-23"
"79595a0e","email","mobile","ZA",1,"2021-04-23"
"d6cde2f3","email","mobile","NL",0,"2021-04-23"
"367db080","email","mobile","US",1,"2021-04-23"
"11a47f34","email","mobile","US",0,"2021-04-23"
"ec09ded8","email","mobile","ES",0,"2021-04-23"
"135b7842","email","mobile","US",0,"2021-04-23"
"d83cc875","email","mobile","FI",1,"2021-04-23"
"8f355d51","email","mobile","CA",1,"2021-04-23"
"e73e96cd","email","mobile","AU",0,"2021-04-23"
"00354f19","email","mobile","US",1,"2021-04-23"
"b834f909","email","mobile","US",1,"2022-01-04"
"fefda326","email","mobile","US",1,"2022-01-04"
"05e75ee4","email","mobile","US",1,"2022-01-04"
"f7b8299a","email","mobile","US",0,"2022-01-04"
"9f407e03","email","mobile","BR",0,"2022-01-04"
"932fbafc","email","mobile","CA",1,"2022-01-04"
"c648ce69","email","mobile","US",1,"2022-01-04"
"fbd12575","email","mobile","US",0,"2022-09-17"
"ae625726","email","mobile","GI",1,"2022-09-17"
"bbac7045","email","mobile","US",1,"2022-09-17"
"d3981ab5","email","mobile","FR",0,"2022-09-17"
"2c89cf14","email","mobile","US",0,"2022-09-17"
"eb82b374","email","mobile","BR",0,"2022-09-17"
"207748","email","mobile","US",1,"2022-09-17"
"3d03b8ee","email","mobile","US",0,"2022-09-17"
"55941034","email","mobile","BR",0,"2022-09-17"
"010814d6","email","mobile","GB",0,"2019-03-18"
"dce41d37","email","mobile","US",0,"2019-11-29"
"29aff6d8","email","mobile","US",0,"2019-11-29"
"49e5a28b","email","mobile","FR",1,"2020-08-11"
"ecbb99d7","email","mobile","US",0,"2020-08-11"
"f407039f","email","mobile","GB",1,"2020-08-11"
"6cf8826e","email","mobile","US",0,"2020-08-11"
"70a89b0d","email","mobile","KE",1,"2020-08-11"
"f6234e46","email","mobile","MX",1,"2020-08-11"
"70e32d26","email","mobile","US",1,"2020-08-11"
"ee4d2059","email","mobile","CA",1,"2020-08-11"
"8c8b68d3","email","mobile","MX",0,"2020-08-11"
"f3b067ab","email","mobile","US",1,"2020-08-11"
"848e15ad","email","mobile","US",1,"2020-08-11"
"ff19c9ba","email","mobile","US",1,"2020-08-11"
"8d51ed13","email","mobile","IN",1,"2020-08-11"
"52e9a2b7","email","mobile","CL",1,"2020-08-11"
"2552f4de","email","mobile","US",1,"2020-08-11"
"aa8187ce","email","mobile","EC",0,"2020-08-11"
"c6281235","email","mobile","FR",1,"2021-04-24"
"48de618f","email","mobile","CA",1,"2021-04-24"
"5912e0b7","email","mobile","US",1,"2021-04-24"
"ad6fdc74","email","mobile","US",1,"2021-04-24"
"ed3bb783","email","mobile","BR",0,"2021-04-24"
"f87da9a9","email","mobile","US",1,"2021-04-24"
"91622a29","email","mobile","US",1,"2021-04-24"
"eeba8984","email","mobile","US",1,"2021-04-24"
"b4f2af9f","email","mobile","US",0,"2021-04-24"
"1e83766b","email","mobile","CA",0,"2021-04-24"
"ea52411d","email","mobile","US",1,"2021-04-24"
"55cf5603","email","mobile","US",0,"2021-04-24"
"30b8d3a0","email","mobile","US",1,"2021-04-24"
"14d48df0","email","mobile","US",0,"2021-04-24"
"6147010c","email","mobile","US",0,"2021-04-24"
"73ebbeda","email","mobile","US",1,"2021-04-24"
"2063a1f6","email","mobile","US",0,"2021-04-24"
"f1fc43e5","email","mobile","IE",0,"2021-04-24"
"a6972113","email","mobile","US",1,"2021-04-24"
"77c83416","email","mobile","US",0,"2021-04-24"
"4ab4d038","email","mobile","UA",1,"2022-01-05"
"9c2a92de","email","mobile","US",1,"2022-01-05"
"8d1c9f15","email","mobile","AU",1,"2022-01-05"
"ff23c15b","email","mobile","BR",0,"2022-01-05"
"232ae19d","email","mobile","US",1,"2022-01-05"
"e81fbf75","email","mobile","US",1,"2022-01-05"
"236a0825","email","mobile","US",0,"2022-01-05"
"fc276589","email","mobile","BR",0,"2022-01-05"
"ddd5f934","email","mobile","BR",0,"2022-01-05"
"0ee94d96","email","mobile","PR",0,"2022-01-05"
"2f4ab8e6","email","mobile","US",1,"2022-09-18"
"306f4cfe","email","mobile","AU",0,"2022-09-18"
"e548a0fc","email","mobile","US",0,"2022-09-18"
"b929ea49","email","mobile","GH",1,"2022-09-18"
"ad4d8ee2","email","mobile","US",1,"2022-09-18"
"399c0bef","email","mobile","US",1,"2022-09-18"
"1c858aec","email","mobile","US",1,"2022-09-18"
"ff14d1ab","email","mobile","US",1,"2022-09-18"
"9916245","email","mobile","US",1,"2022-09-18"
"d6010400","email","mobile","CA",1,"2019-03-19"
"e31b356e","email","mobile","US",1,"2019-03-19"
"f40cfc24","email","mobile","US",0,"2019-03-19"
"f29ba0a0","email","mobile","US",0,"2019-03-19"
"3e5d9613","email","mobile","US",1,"2019-11-30"
"678e92cd","email","mobile","GB",1,"2019-11-30"
"a7ac6c5e","email","mobile","US",1,"2019-11-30"
"02374d46","email","mobile","US",1,"2019-11-30"
"83033c2f","email","mobile","GB",0,"2020-08-12"
"3ffed09c","email","mobile","PT",1,"2020-08-12"
"7b119c4b","email","mobile","US",1,"2020-08-12"
"f92fff54","email","mobile","ES",0,"2020-08-12"
"6239dbab","email","mobile","IN",1,"2020-08-12"
"9c0a9238","email","mobile","US",0,"2020-08-12"
"d3b69cb8","email","mobile","EG",1,"2020-08-12"
"5714cb1c","email","mobile","US",1,"2020-08-12"
"a0a70506","email","mobile","BS",0,"2020-08-12"
"f378401c","email","mobile","SG",0,"2020-08-12"
"5dbf6624","email","mobile","US",0,"2021-04-25"
"56a175b8","email","mobile","AT",1,"2021-04-25"
"e3a48c19","email","mobile","LV",0,"2021-04-25"
"3154ab1e","email","mobile","US",1,"2021-04-25"
"d8ff3c53","email","mobile","IL",0,"2021-04-25"
"ed879555","email","mobile","US",1,"2021-04-25"
"7e5a978b","email","mobile","US",0,"2021-04-25"
"66988288","email","mobile","GB",0,"2021-04-25"
"261d38a2","email","mobile","JP",0,"2021-04-25"
"370e7c51","email","mobile","US",1,"2021-04-25"
"f27a786f","email","mobile","GB",1,"2021-04-25"
"c57d4c34","email","mobile","US",1,"2021-04-25"
"f44b2d68","email","mobile","CA",1,"2021-04-25"
"ed717d04","email","mobile","AR",0,"2021-04-25"
"f5eb9bb8","email","mobile","AU",1,"2021-04-25"
"0925d2de","email","mobile","US",0,"2021-04-25"
"985e083d","email","mobile","US",1,"2021-04-25"
"9ffdffcb","email","mobile","GB",1,"2021-04-25"
"b2212d75","email","mobile","NI",1,"2021-04-25"
"7965ffc4","email","mobile","US",0,"2021-04-25"
"f036bf98","email","mobile","US",0,"2021-04-25"
"dfdac827","email","mobile","GB",0,"2022-01-06"
"54a93820","email","mobile","US",1,"2022-01-06"
"5b1b774c","email","mobile","DK",1,"2022-01-06"
"0392e65a","email","mobile","US",1,"2022-01-06"
"fe43d0b0","email","mobile","MX",1,"2022-01-06"
"4163441c","email","mobile","US",0,"2022-01-06"
"7827d2d1","email","mobile","SE",1,"2022-01-06"
"da6c08be","email","mobile","IE",0,"2022-01-06"
"db5a3eea","email","mobile","US",0,"2022-01-06"
"b8e8a12f","email","mobile","US",1,"2022-01-06"
"4ed49dd7","email","mobile","US",1,"2022-01-06"
"d370f2ec","email","mobile","AU",0,"2022-01-06"
"054ab7be","email","mobile","US",1,"2022-01-06"
"c15a501f","email","mobile","CH",1,"2022-01-06"
"b510bf27","email","mobile","US",1,"2022-01-06"
"f541286a","email","mobile","US",0,"2022-09-19"
"35f98af4","email","mobile","BR",0,"2022-09-19"
"fe12a1a2","email","mobile","BR",0,"2022-09-19"
